"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.47332,576.92,227.9,-2.7674,0,4.2776e+05,2.5825,1,0.06776,0.06776,0.001,0.0005
0.47467,576.83,228.53,-2.7683,0,4.2746e+05,2.5811,1,0.06804,0.06804,0.001,0.0005
0.47605,576.73,229.18,-2.7682,0,4.2714e+05,2.5796,1,0.06832,0.06832,0.001,0.0005
0.47746,576.63,229.83,-2.7674,0,4.2681e+05,2.5781,1,0.0686,0.0686,0.001,0.0005
0.47887,576.53,230.49,-2.7666,0,4.2648e+05,2.5766,1,0.06888,0.06888,0.001,0.0005
0.48028,576.43,231.15,-2.7658,0,4.2616e+05,2.5751,1,0.06916,0.06916,0.001,0.0005
0.48172,576.32,231.82,-2.7644,0,4.2581e+05,2.5735,1,0.06944,0.06944,0.001,0.0005
0.48318,576.21,232.5,-2.7624,0,4.2546e+05,2.5718,1,0.06972,0.06972,0.001,0.0005
0.48465,576.1,233.19,-2.7604,0,4.251e+05,2.5702,1,0.07,0.07,0.001,0.0005
0.48612,575.99,233.87,-2.7585,0,4.2475e+05,2.5685,1,0.07028,0.07028,0.001,0.0005
0.48761,575.88,234.57,-2.7561,0,4.2438e+05,2.5668,1,0.07056,0.07056,0.001,0.0005
0.48914,575.76,235.28,-2.7533,0,4.2399e+05,2.565,1,0.07084,0.07084,0.001,0.0005
0.49066,575.64,235.99,-2.7505,0,4.2361e+05,2.5632,1,0.07112,0.07112,0.001,0.0005
0.49218,575.52,236.69,-2.7477,0,4.2322e+05,2.5614,1,0.0714,0.0714,0.001,0.0005
0.49374,575.4,237.42,-2.7447,0,4.2282e+05,2.5595,1,0.07168,0.07168,0.001,0.0005
0.49532,575.27,238.15,-2.7415,0,4.2241e+05,2.5576,1,0.07196,0.07196,0.001,0.0005
0.4969,575.14,238.89,-2.7383,0,4.22e+05,2.5557,1,0.07224,0.07224,0.001,0.0005
0.49849,575.01,239.62,-2.7351,0,4.2159e+05,2.5537,1,0.07252,0.07252,0.001,0.0005
0.5001,574.88,240.37,-2.7319,0,4.2116e+05,2.5517,1,0.0728,0.0728,0.001,0.0005
0.50174,574.74,241.13,-2.7286,0,4.2072e+05,2.5496,1,0.07308,0.07308,0.001,0.0005
0.50338,574.61,241.89,-2.7253,0,4.2028e+05,2.5476,1,0.07336,0.07336,0.001,0.0005
0.50502,574.47,242.65,-2.7221,0,4.1984e+05,2.5455,1,0.07364,0.07364,0.001,0.0005
0.5067,574.33,243.43,-2.7189,0,4.1938e+05,2.5434,1,0.07392,0.07392,0.001,0.0005
0.5084,574.19,244.21,-2.7159,0,4.1891e+05,2.5412,1,0.0742,0.0742,0.001,0.0005
0.5101,574.04,245,-2.7128,0,4.1844e+05,2.5389,1,0.07448,0.07448,0.001,0.0005
0.51181,573.9,245.79,-2.7098,0,4.1797e+05,2.5367,1,0.07476,0.07476,0.001,0.0005
0.51355,573.75,246.59,-2.7071,0,4.1748e+05,2.5344,1,0.07504,0.07504,0.001,0.0005
0.51531,573.59,247.4,-2.7045,0,4.1699e+05,2.5321,1,0.07532,0.07532,0.001,0.0005
0.51707,573.44,248.22,-2.7018,0,4.1649e+05,2.5298,1,0.0756,0.0756,0.001,0.0005
0.51883,573.29,249.03,-2.6992,0,4.1599e+05,2.5274,1,0.07588,0.07588,0.001,0.0005
0.52065,573.13,249.86,-2.6972,0,4.1547e+05,2.525,1,0.07616,0.07616,0.001,0.0005
0.52247,572.97,250.7,-2.6952,0,4.1495e+05,2.5225,1,0.07644,0.07644,0.001,0.0005
0.52429,572.81,251.54,-2.6932,0,4.1443e+05,2.52,1,0.07672,0.07672,0.001,0.0005
0.52611,572.64,252.38,-2.6913,0,4.139e+05,2.5175,1,0.077,0.077,0.001,0.0005
0.52799,572.48,253.25,-2.6901,0,4.1335e+05,2.5149,1,0.07728,0.07728,0.001,0.0005
0.52987,572.31,254.11,-2.6889,0,4.128e+05,2.5123,1,0.07756,0.07756,0.001,0.0005
0.53175,572.14,254.97,-2.6877,0,4.1225e+05,2.5097,1,0.07784,0.07784,0.001,0.0005
0.53365,571.97,255.85,-2.6867,0,4.1169e+05,2.5071,1,0.07812,0.07812,0.001,0.0005
0.53559,571.79,256.74,-2.6863,0,4.1112e+05,2.5043,1,0.0784,0.0784,0.001,0.0005
0.53753,571.61,257.63,-2.6859,0,4.1054e+05,2.5016,1,0.07868,0.07868,0.001,0.0005
0.53947,571.43,258.52,-2.6855,0,4.0996e+05,2.4989,1,0.07896,0.07896,0.001,0.0005
0.54145,571.25,259.42,-2.6857,0,4.0937e+05,2.4961,1,0.07924,0.07924,0.001,0.0005
0.54345,571.07,260.34,-2.6862,0,4.0877e+05,2.4932,1,0.07952,0.07952,0.001,0.0005
0.54545,570.88,261.26,-2.6867,0,4.0817e+05,2.4904,1,0.0798,0.0798,0.001,0.0005
0.54745,570.69,262.17,-2.6872,0,4.0757e+05,2.4875,1,0.08008,0.08008,0.001,0.0005
0.54951,570.5,263.11,-2.6885,0,4.0695e+05,2.4845,1,0.08036,0.08036,0.001,0.0005
0.55157,570.31,264.05,-2.6899,0,4.0632e+05,2.4816,1,0.08064,0.08064,0.001,0.0005
0.55363,570.11,265,-2.6914,0,4.057e+05,2.4786,1,0.08092,0.08092,0.001,0.0005
0.5557,569.92,265.94,-2.693,0,4.0507e+05,2.4756,1,0.0812,0.0812,0.001,0.0005
0.55782,569.72,266.91,-2.6955,0,4.0442e+05,2.4725,1,0.08148,0.08148,0.001,0.0005
0.55995,569.52,267.88,-2.698,0,4.0377e+05,2.4694,1,0.08176,0.08176,0.001,0.0005
0.56207,569.31,268.85,-2.7006,0,4.0312e+05,2.4663,1,0.08204,0.08204,0.001,0.0005
0.56422,569.11,269.83,-2.7037,0,4.0246e+05,2.4631,1,0.08232,0.08232,0.001,0.0005
0.56641,568.9,270.82,-2.7072,0,4.0179e+05,2.4599,1,0.0826,0.0826,0.001,0.0005
0.56859,568.69,271.82,-2.7108,0,4.0111e+05,2.4567,1,0.08288,0.08288,0.001,0.0005
0.57077,568.48,272.81,-2.7144,0,4.0044e+05,2.4535,1,0.08316,0.08316,0.001,0.0005
0.57301,568.26,273.83,-2.7189,0,3.9975e+05,2.4502,1,0.08344,0.08344,0.001,0.0005
0.57525,568.05,274.85,-2.7235,0,3.9905e+05,2.4469,1,0.08372,0.08372,0.001,0.0005
0.57749,567.83,275.86,-2.7281,0,3.9836e+05,2.4435,1,0.084,0.084,0.001,0.0005
0.57975,567.61,276.89,-2.7329,0,3.9766e+05,2.4402,1,0.08428,0.08428,0.001,0.0005
0.58206,567.38,277.94,-2.7383,0,3.9694e+05,2.4367,1,0.08456,0.08456,0.001,0.0005
0.58436,567.16,278.98,-2.7438,0,3.9622e+05,2.4333,1,0.08484,0.08484,0.001,0.0005
0.58667,566.93,280.03,-2.7492,0,3.955e+05,2.4299,1,0.08512,0.08512,0.001,0.0005
0.58902,566.7,281.09,-2.755,0,3.9477e+05,2.4264,1,0.0854,0.0854,0.001,0.0005
0.59138,566.46,282.16,-2.761,0,3.9403e+05,2.4228,1,0.08568,0.08568,0.001,0.0005
0.59375,566.23,283.23,-2.767,0,3.9329e+05,2.4193,1,0.08596,0.08596,0.001,0.0005
0.59613,565.99,284.31,-2.773,0,3.9255e+05,2.4157,1,0.08624,0.08624,0.001,0.0005
0.59856,565.75,285.4,-2.7793,0,3.9178e+05,2.412,1,0.08652,0.08652,0.001,0.0005
0.60099,565.51,286.5,-2.7855,0,3.9102e+05,2.4084,1,0.0868,0.0868,0.001,0.0005
0.60342,565.26,287.6,-2.7917,0,3.9026e+05,2.4047,1,0.08708,0.08708,0.001,0.0005
0.60589,565.01,288.71,-2.798,0,3.8948e+05,2.401,1,0.08736,0.08736,0.001,0.0005
0.60838,564.76,289.84,-2.8045,0,3.8869e+05,2.3972,1,0.08764,0.08764,0.001,0.0005
0.61088,564.51,290.96,-2.8109,0,3.8791e+05,2.3934,1,0.08792,0.08792,0.001,0.0005
0.61338,564.26,292.09,-2.8173,0,3.8712e+05,2.3896,1,0.0882,0.0882,0.001,0.0005
0.61594,563.99,293.24,-2.8234,0,3.8631e+05,2.3857,1,0.08848,0.08848,0.001,0.0005
0.6185,563.73,294.39,-2.8295,0,3.855e+05,2.3818,1,0.08876,0.08876,0.001,0.0005
0.62106,563.47,295.54,-2.8356,0,3.8469e+05,2.3779,1,0.08904,0.08904,0.001,0.0005
0.62367,563.2,296.71,-2.8413,0,3.8386e+05,2.3739,1,0.08932,0.08932,0.001,0.0005
0.62629,562.93,297.88,-2.8469,0,3.8303e+05,2.3699,1,0.0896,0.0896,0.001,0.0005
0.62892,562.66,299.06,-2.8524,0,3.8219e+05,2.3659,1,0.08988,0.08988,0.001,0.0005
0.63156,562.39,300.25,-2.8579,0,3.8135e+05,2.3618,1,0.09016,0.09016,0.001,0.0005
0.63425,562.11,301.45,-2.8631,0,3.8049e+05,2.3577,1,0.09044,0.09044,0.001,0.0005
0.63695,561.83,302.65,-2.8682,0,3.7964e+05,2.3536,1,0.09072,0.09072,0.001,0.0005
0.63964,561.55,303.86,-2.8734,0,3.7878e+05,2.3494,1,0.091,0.091,0.001,0.0005
0.64239,561.26,305.09,-2.8792,0,3.779e+05,2.3452,1,0.09128,0.09128,0.001,0.0005
0.64515,560.97,306.32,-2.8852,0,3.7702e+05,2.3409,1,0.09156,0.09156,0.001,0.0005
0.6479,560.68,307.55,-2.8911,0,3.7614e+05,2.3367,1,0.09184,0.09184,0.001,0.0005
0.65069,560.38,308.79,-2.8965,0,3.7524e+05,2.3323,1,0.09212,0.09212,0.001,0.0005
0.65352,560.08,310.05,-2.9013,0,3.7434e+05,2.328,1,0.0924,0.0924,0.001,0.0005
0.65634,559.78,311.3,-2.9061,0,3.7343e+05,2.3236,1,0.09268,0.09268,0.001,0.0005
0.65917,559.48,312.56,-2.9102,0,3.7252e+05,2.3192,1,0.09296,0.09296,0.001,0.0005
0.66205,559.17,313.84,-2.9108,0,3.716e+05,2.3147,1,0.09324,0.09324,0.001,0.0005
0.66493,558.86,315.12,-2.9114,0,3.7067e+05,2.3102,1,0.09352,0.09352,0.001,0.0005
0.66781,558.55,316.4,-2.912,0,3.6975e+05,2.3057,1,0.0938,0.0938,0.001,0.0005
0.67074,558.23,317.69,-2.9127,0,3.688e+05,2.3011,1,0.09408,0.09408,0.001,0.0005
0.67367,557.92,318.99,-2.9133,0,3.6786e+05,2.2965,1,0.09436,0.09436,0.001,0.0005
0.6766,557.6,320.28,-2.9139,0,3.6692e+05,2.292,1,0.09464,0.09464,0.001,0.0005
0.67956,557.28,321.59,-2.9174,0,3.6596e+05,2.2873,1,0.09492,0.09492,0.001,0.0005
0.68254,556.95,322.91,-2.9225,0,3.65e+05,2.2827,1,0.0952,0.0952,0.001,0.0005
0.68552,556.63,324.22,-2.9275,0,3.6405e+05,2.278,1,0.09548,0.09548,0.001,0.0005
0.68852,556.3,325.55,-2.9269,0,3.6308e+05,2.2733,1,0.09576,0.09576,0.001,0.0005
0.69154,555.97,326.88,-2.9182,0,3.6211e+05,2.2686,1,0.09604,0.09604,0.001,0.0005
0.69457,555.63,328.22,-2.9095,0,3.6113e+05,2.2638,1,0.09632,0.09632,0.001,0.0005
0.6976,555.3,329.55,-2.8953,0,3.6015e+05,2.259,1,0.0966,0.0966,0.001,0.0005
0.70066,554.96,330.89,-2.8626,0,3.5916e+05,2.2542,1,0.09688,0.09688,0.001,0.0005
0.70371,554.62,332.23,-2.8298,0,3.5817e+05,2.2493,1,0.09716,0.09716,0.001,0.0005
0.70676,554.28,333.57,-2.7975,0,3.5718e+05,2.2445,1,0.09744,0.09744,0.001,0.0005
0.70982,553.93,334.91,-2.7706,0,3.5618e+05,2.2396,1,0.09772,0.09772,0.001,0.0005
0.71289,553.59,336.25,-2.7437,0,3.5518e+05,2.2347,1,0.098,0.098,0.001,0.0005
0.71595,553.24,337.59,-2.7167,0,3.5417e+05,2.2298,1,0.09828,0.09828,0.001,0.0005
0.71905,552.89,338.95,-2.7001,0,3.5316e+05,2.2248,1,0.09856,0.09856,0.001,0.0005
0.72215,552.54,340.3,-2.6838,0,3.5215e+05,2.2199,1,0.09884,0.09884,0.001,0.0005
0.72525,552.19,341.65,-2.6675,0,3.5114e+05,2.2149,1,0.09912,0.09912,0.001,0.0005
0.72849,551.81,343.06,-2.6249,0,3.5008e+05,2.2097,1,0.0994,0.0994,0.001,0.0005
0.73175,551.44,344.48,-2.5791,0,3.4901e+05,2.2044,1,0.09968,0.09968,0.001,0.0005
0.73501,551.07,345.9,-2.5333,0,3.4794e+05,2.1992,1,0.09996,0.09996,0.001,0.0005
0.73805,550.71,347.22,-2.4768,0,3.4693e+05,2.1942,1,0.10024,0.10024,0.001,0.0005
0.74106,550.36,348.52,-2.4185,0,3.4594e+05,2.1893,1,0.10052,0.10052,0.001,0.0005
0.74407,550.01,349.82,-2.3602,0,3.4494e+05,2.1844,1,0.1008,0.1008,0.001,0.0005
0.7471,549.65,351.14,-2.307,0,3.4393e+05,2.1794,1,0.10108,0.10108,0.001,0.0005
0.7502,549.28,352.47,-2.2639,0,3.429e+05,2.1744,1,0.10136,0.10136,0.001,0.0005
0.75329,548.92,353.81,-2.2208,0,3.4187e+05,2.1693,1,0.10164,0.10164,0.001,0.0005
0.75638,548.55,355.14,-2.1776,0,3.4084e+05,2.1642,1,0.10192,0.10192,0.001,0.0005
0.75947,548.18,356.48,-2.1436,0,3.3981e+05,2.1591,1,0.1022,0.1022,0.001,0.0005
0.76257,547.81,357.81,-2.1118,0,3.3879e+05,2.154,1,0.10248,0.10248,0.001,0.0005
0.76566,547.44,359.14,-2.08,0,3.3776e+05,2.149,1,0.10276,0.10276,0.001,0.0005
0.76875,547.07,360.47,-2.0467,0,3.3673e+05,2.1439,1,0.10304,0.10304,0.001,0.0005
0.77184,546.7,361.79,-2.009,0,3.3571e+05,2.1388,1,0.10332,0.10332,0.001,0.0005
0.77492,546.33,363.12,-1.9712,0,3.3469e+05,2.1337,1,0.1036,0.1036,0.001,0.0005
0.778,545.96,364.44,-1.9333,0,3.3366e+05,2.1287,1,0.10388,0.10388,0.001,0.0005
0.78107,545.59,365.75,-1.8957,0,3.3264e+05,2.1236,1,0.10416,0.10416,0.001,0.0005
0.78413,545.22,367.06,-1.8581,0,3.3163e+05,2.1185,1,0.10444,0.10444,0.001,0.0005
0.78718,544.85,368.36,-1.8205,0,3.3061e+05,2.1135,1,0.10472,0.10472,0.001,0.0005
0.79024,544.48,369.67,-1.7839,0,3.296e+05,2.1085,1,0.105,0.105,0.001,0.0005
0.79326,544.11,370.96,-1.7571,0,3.286e+05,2.1035,1,0.10528,0.10528,0.001,0.0005
0.79629,543.74,372.25,-1.7303,0,3.2759e+05,2.0985,1,0.10556,0.10556,0.001,0.0005
0.79932,543.37,373.54,-1.7035,0,3.2659e+05,2.0935,1,0.10584,0.10584,0.001,0.0005
0.80234,543,374.82,-1.6797,0,3.2559e+05,2.0885,1,0.10612,0.10612,0.001,0.0005
0.80535,542.63,376.1,-1.6589,0,3.246e+05,2.0835,1,0.1064,0.1064,0.001,0.0005
0.80836,542.27,377.38,-1.6381,0,3.236e+05,2.0786,1,0.10668,0.10668,0.001,0.0005
0.81137,541.9,378.65,-1.6173,0,3.2261e+05,2.0736,1,0.10696,0.10696,0.001,0.0005
0.81436,541.53,379.92,-1.5931,0,3.2163e+05,2.0687,1,0.10724,0.10724,0.001,0.0005
0.81734,541.16,381.18,-1.5686,0,3.2065e+05,2.0638,1,0.10752,0.10752,0.001,0.0005
0.82032,540.8,382.44,-1.544,0,3.1967e+05,2.0589,1,0.1078,0.1078,0.001,0.0005
0.82328,540.43,383.69,-1.5178,0,3.187e+05,2.054,1,0.10808,0.10808,0.001,0.0005
0.82622,540.07,384.93,-1.488,0,3.1773e+05,2.0492,1,0.10836,0.10836,0.001,0.0005
0.82915,539.7,386.17,-1.4582,0,3.1677e+05,2.0443,1,0.10864,0.10864,0.001,0.0005
0.83208,539.34,387.4,-1.4283,0,3.1581e+05,2.0395,1,0.10892,0.10892,0.001,0.0005
0.83497,538.98,388.62,-1.3976,0,3.1486e+05,2.0347,1,0.1092,0.1092,0.001,0.0005
0.83784,538.62,389.82,-1.3666,0,3.1392e+05,2.03,1,0.10948,0.10948,0.001,0.0005
0.84071,538.26,391.03,-1.3355,0,3.1298e+05,2.0253,1,0.10976,0.10976,0.001,0.0005
0.84357,537.91,392.23,-1.3045,0,3.1204e+05,2.0206,1,0.11004,0.11004,0.001,0.0005
0.84637,537.55,393.4,-1.2746,0,3.1113e+05,2.0159,1,0.11032,0.11032,0.001,0.0005
0.84917,537.2,394.57,-1.2446,0,3.1021e+05,2.0113,1,0.1106,0.1106,0.001,0.0005
0.85197,536.85,395.75,-1.2146,0,3.0929e+05,2.0067,1,0.11088,0.11088,0.001,0.0005
0.85474,536.5,396.9,-1.1845,0,3.0839e+05,2.0021,1,0.11116,0.11116,0.001,0.0005
0.85747,536.16,398.04,-1.1544,0,3.075e+05,1.9976,1,0.11144,0.11144,0.001,0.0005
0.86021,535.81,399.19,-1.1242,0,3.0661e+05,1.9931,1,0.11172,0.11172,0.001,0.0005
0.86295,535.47,400.33,-1.094,0,3.0572e+05,1.9886,1,0.112,0.112,0.001,0.0005
0.86559,535.13,401.43,-1.0595,0,3.0485e+05,1.9842,1,0.11228,0.11228,0.001,0.0005
0.86823,534.79,402.53,-1.0251,0,3.0399e+05,1.9799,1,0.11256,0.11256,0.001,0.0005
0.87087,534.46,403.62,-0.99064,0,3.0313e+05,1.9755,1,0.11284,0.11284,0.001,0.0005
0.87346,534.12,404.7,-0.95501,0,3.0228e+05,1.9712,1,0.11312,0.11312,0.001,0.0005
0.87597,533.8,405.74,-0.91784,0,3.0146e+05,1.967,1,0.1134,0.1134,0.001,0.0005
0.87848,533.48,406.78,-0.88067,0,3.0064e+05,1.9629,1,0.11368,0.11368,0.001,0.0005
0.88099,533.15,407.82,-0.84348,0,2.9982e+05,1.9587,1,0.11396,0.11396,0.001,0.0005
0.88338,532.84,408.8,-0.80989,0,2.9903e+05,1.9547,1,0.11424,0.11424,0.001,0.0005
0.88576,532.53,409.78,-0.77688,0,2.9825e+05,1.9507,1,0.11452,0.11452,0.001,0.0005
0.88813,532.23,410.76,-0.74387,0,2.9748e+05,1.9468,1,0.1148,0.1148,0.001,0.0005
0.89046,531.92,411.73,-0.71265,0,2.9671e+05,1.9429,1,0.11508,0.11508,0.001,0.0005
0.89271,531.63,412.65,-0.6859,0,2.9598e+05,1.9392,1,0.11536,0.11536,0.001,0.0005
0.89495,531.34,413.57,-0.65913,0,2.9525e+05,1.9355,1,0.11564,0.11564,0.001,0.0005
0.8972,531.05,414.5,-0.63237,0,2.9452e+05,1.9317,1,0.11592,0.11592,0.001,0.0005
0.89935,530.77,415.38,-0.60801,0,2.9383e+05,1.9282,1,0.1162,0.1162,0.001,0.0005
0.90147,530.49,416.25,-0.5846,0,2.9314e+05,1.9247,1,0.11648,0.11648,0.001,0.0005
0.90359,530.22,417.12,-0.56119,0,2.9246e+05,1.9212,1,0.11676,0.11676,0.001,0.0005
0.90569,529.94,417.99,-0.53801,0,2.9178e+05,1.9177,1,0.11704,0.11704,0.001,0.0005
0.90768,529.68,418.8,-0.51622,0,2.9113e+05,1.9144,1,0.11732,0.11732,0.001,0.0005
0.90967,529.42,419.62,-0.49443,0,2.9049e+05,1.9111,1,0.1176,0.1176,0.001,0.0005
0.91166,529.16,420.43,-0.47264,0,2.8984e+05,1.9078,1,0.11788,0.11788,0.001,0.0005
0.91359,528.9,421.22,-0.45079,0,2.8921e+05,1.9046,1,0.11816,0.11816,0.001,0.0005
0.91547,528.65,421.99,-0.42889,0,2.886e+05,1.9014,1,0.11844,0.11844,0.001,0.0005
0.91735,528.4,422.75,-0.40699,0,2.8798e+05,1.8983,1,0.11872,0.11872,0.001,0.0005
0.91923,528.15,423.52,-0.38508,0,2.8737e+05,1.8951,1,0.119,0.119,0.001,0.0005
0.92104,527.91,424.26,-0.36166,0,2.8677e+05,1.8921,1,0.11928,0.11928,0.001,0.0005
0.92285,527.67,424.99,-0.33823,0,2.8618e+05,1.889,1,0.11956,0.11956,0.001,0.0005
0.92466,527.42,425.73,-0.31481,0,2.8559e+05,1.886,1,0.11984,0.11984,0.001,0.0005
0.92646,527.18,426.46,-0.29357,0,2.85e+05,1.883,1,0.12012,0.12012,0.001,0.0005
0.92825,526.94,427.18,-0.27523,0,2.8442e+05,1.88,1,0.1204,0.1204,0.001,0.0005
0.93003,526.7,427.9,-0.25689,0,2.8384e+05,1.877,1,0.12068,0.12068,0.001,0.0005
0.93181,526.46,428.63,-0.23855,0,2.8326e+05,1.874,1,0.12096,0.12096,0.001,0.0005
0.93361,526.22,429.36,-0.2261,0,2.8268e+05,1.871,1,0.12124,0.12124,0.001,0.0005
0.93541,525.98,430.09,-0.21468,0,2.821e+05,1.8681,1,0.12152,0.12152,0.001,0.0005
0.93721,525.74,430.82,-0.20327,0,2.8152e+05,1.8651,1,0.1218,0.1218,0.001,0.0005
0.93902,525.5,431.55,-0.19169,0,2.8094e+05,1.8621,1,0.12208,0.12208,0.001,0.0005
0.94086,525.26,432.29,-0.17968,0,2.8036e+05,1.8591,1,0.12236,0.12236,0.001,0.0005
0.94269,525.01,433.03,-0.16767,0,2.7977e+05,1.8561,1,0.12264,0.12264,0.001,0.0005
0.94452,524.77,433.77,-0.15566,0,2.7918e+05,1.853,1,0.12292,0.12292,0.001,0.0005
0.94636,524.52,434.51,-0.1424,0,2.7859e+05,1.85,1,0.1232,0.1232,0.001,0.0005
0.9482,524.26,435.26,-0.12853,0,2.7799e+05,1.8469,1,0.12348,0.12348,0.001,0.0005
0.95005,524.01,436,-0.11465,0,2.7739e+05,1.8438,1,0.12376,0.12376,0.001,0.0005
0.95189,523.76,436.74,-0.10048,0,2.7679e+05,1.8407,1,0.12404,0.12404,0.001,0.0005
0.95373,523.5,437.47,-0.082578,0,2.7618e+05,1.8375,1,0.12432,0.12432,0.001,0.0005
0.95557,523.24,438.21,-0.064681,0,2.7557e+05,1.8344,1,0.1246,0.1246,0.001,0.0005
0.95741,522.99,438.95,-0.046785,0,2.7497e+05,1.8313,1,0.12488,0.12488,0.001,0.0005
0.95924,522.73,439.68,-0.028196,0,2.7437e+05,1.8282,1,0.12516,0.12516,0.001,0.0005
0.96105,522.48,440.4,-0.0088658,0,2.7378e+05,1.8251,1,0.12544,0.12544,0.001,0.0005
0.96287,522.23,441.13,0.010463,0,2.7318e+05,1.822,1,0.12572,0.12572,0.001,0.0005
0.96468,521.97,441.85,0.029792,0,2.7259e+05,1.819,1,0.126,0.126,0.001,0.0005
0.96644,521.73,442.56,0.043242,0,2.7202e+05,1.816,1,0.12628,0.12628,0.001,0.0005
0.9682,521.49,443.26,0.056023,0,2.7146e+05,1.8131,1,0.12656,0.12656,0.001,0.0005
0.96995,521.24,443.96,0.068803,0,2.7089e+05,1.8102,1,0.12684,0.12684,0.001,0.0005
0.97167,521.01,444.64,0.080354,0,2.7034e+05,1.8073,1,0.12712,0.12712,0.001,0.0005
0.97331,520.78,445.3,0.089336,0,2.6982e+05,1.8046,1,0.1274,0.1274,0.001,0.0005
0.97496,520.55,445.95,0.09832,0,2.693e+05,1.8019,1,0.12768,0.12768,0.001,0.0005
0.9766,520.33,446.61,0.1073,0,2.6877e+05,1.7992,1,0.12796,0.12796,0.001,0.0005
0.97812,520.12,447.21,0.11566,0,2.6829e+05,1.7967,1,0.12824,0.12824,0.001,0.0005
0.97961,519.91,447.8,0.12383,0,2.6782e+05,1.7942,1,0.12852,0.12852,0.001,0.0005
0.98109,519.71,448.39,0.13199,0,2.6735e+05,1.7917,1,0.1288,0.1288,0.001,0.0005
0.98252,519.51,448.96,0.13981,0,2.6689e+05,1.7894,1,0.12908,0.12908,0.001,0.0005
0.98377,519.33,449.46,0.14645,0,2.6649e+05,1.7873,1,0.12936,0.12936,0.001,0.0005
0.98502,519.16,449.95,0.15309,0,2.6609e+05,1.7852,1,0.12964,0.12964,0.001,0.0005
0.98628,518.98,450.45,0.15973,0,2.6569e+05,1.7831,1,0.12992,0.12992,0.001,0.0005
0.98743,518.82,450.9,0.1655,0,2.6531e+05,1.7812,1,0.1302,0.1302,0.001,0.0005
0.98855,518.66,451.34,0.17093,0,2.6495e+05,1.7793,1,0.13048,0.13048,0.001,0.0005
0.98966,518.5,451.78,0.17637,0,2.6458e+05,1.7774,1,0.13076,0.13076,0.001,0.0005
0.99057,518.36,452.14,0.18032,0,2.6428e+05,1.7758,1,0.13104,0.13104,0.001,0.0005
0.99139,518.24,452.46,0.18355,0,2.64e+05,1.7744,1,0.13132,0.13132,0.001,0.0005
0.9922,518.12,452.78,0.18678,0,2.6373e+05,1.7729,1,0.1316,0.1316,0.001,0.0005
0.9929,518.01,453.05,0.18987,0,2.6349e+05,1.7717,1,0.13188,0.13188,0.001,0.0005
0.99353,517.92,453.3,0.19286,0,2.6328e+05,1.7706,1,0.13216,0.13216,0.001,0.0005
0.99415,517.83,453.54,0.19585,0,2.6307e+05,1.7695,1,0.13244,0.13244,0.001,0.0005
0.99477,517.73,453.78,0.20024,0,2.6287e+05,1.7684,1,0.13272,0.13272,0.001,0.0005
0.99538,517.65,454.02,0.20593,0,2.6267e+05,1.7674,1,0.133,0.133,0.001,0.0005
0.99598,517.56,454.26,0.21162,0,2.6247e+05,1.7664,1,0.13328,0.13328,0.001,0.0005
0.99667,517.46,454.53,0.22012,0,2.6225e+05,1.7652,1,0.13356,0.13356,0.001,0.0005
0.99748,517.34,454.85,0.23288,0,2.6199e+05,1.7639,1,0.13384,0.13384,0.001,0.0005
0.9983,517.23,455.17,0.24564,0,2.6173e+05,1.7625,1,0.13412,0.13412,0.001,0.0005
0.99923,517.1,455.53,0.26241,0,2.6144e+05,1.761,1,0.1344,0.1344,0.001,0.0005
1.0005,516.92,456.04,0.29127,0,2.6104e+05,1.7589,1,0.13468,0.13468,0.001,0.0005
1.0018,516.74,456.55,0.32011,0,2.6063e+05,1.7568,1,0.13496,0.13496,0.001,0.0005
1.0032,516.55,457.08,0.35084,0,2.6021e+05,1.7546,1,0.13524,0.13524,0.001,0.0005
1.0052,516.27,457.88,0.40497,0,2.5957e+05,1.7512,1,0.13552,0.13552,0.001,0.0005
